mcEdepQuenched,posr,BerekelyAlphaBeta
1.56913,2410.51,-115.446
0.424412,3651.92,-21.2192
0.288866,5728.66,-16.0084
0.378254,5712.35,-16.7339
0.164869,2393.87,-8.17025
0.424307,4975.96,-29.1076
0.213005,5904.28,-11.8044
0.52223,4642.92,-37.5778
0.505828,4833.93,-25.6749
0.129824,4757.82,-6.07522
0.585217,4117.89,-41.8199
0.212606,2930.33,-6.45602
1.46448,5087.56,-112.517
1.4831,5842.25,-71.253
1.01554,5451.9,-55.4808
0.458547,4760.54,-33.6981
1.31383,4882.69,-96.041
0.215685,5409.95,-15.2556
0.547832,2901.41,-35.6921
0.754011,5558.8,-31.8488
1.27353,2287.55,-66.2905
0.508381,4842.61,-35.3419
0.612611,5739.12,-31.2496
1.53075,5863.99,-66.8818
0.294693,5019.61,-20.5837
0.511988,5413.76,-30.1275
1.342,5946.98,-54.696
0.791329,3021.68,-56.5751
0.853545,5047.45,-64.5188
0.229912,5961.08,-7.4226
1.65702,5996.05,-63.2577
1.2108,5421.88,-52.7084
0.945573,2521.03,-56.2673
0.865677,4697.78,-61.1263
1.21868,5674.41,-61.8047
1.40242,5639.89,-71.5182
0.483787,3210.05,-35.8979
1.17708,4228.87,-75.895
0.604172,5698.26,-28.6456
1.64243,4790,-100.131
0.95735,4093.94,-52.4908
1.28354,5315.1,-87.4751
0.486714,5554.99,-26.8757
0.697551,2445.97,-32.7447
0.493675,5647.54,-30.6913
1.61836,5108.54,-100.619
0.989347,695.492,-63.2998
0.971047,4574.87,-55.0652
1.17964,4602.6,-82.1327
0.43021,4612.86,-26.7204
0.180403,4638.56,-9.66302
0.630564,2523.97,-35.7374
0.338989,4400.62,-25.5547
0.459159,5898.57,-25.3964
0.116972,4695.63,-8.27747
1.36857,3275.86,-83.2057
0.165082,5258.29,-14.7831
0.770854,3909.46,-45.6794
1.11911,5996.41,-43.4008
1.70789,4375.74,-119.752
0.250112,5109.63,-21.3117
0.646606,2678.08,-37.0282
0.463259,5859.75,-17.607
1.02409,4000.23,-76.982
0.732926,4323.3,-43.753
0.515134,5775.33,-28.0356
0.326266,4257,-23.5711
0.486947,3392.8,-30.7495
0.150158,3986.05,-10.1706
0.797017,5359.88,-34.5433
0.186105,5698.1,-7.09576
0.875891,3116.46,-56.5733
1.45503,4022.96,-91.4735
1.30986,4236.71,-82.352
0.899714,5174.86,-60.3614
1.38658,2356.3,-82.5792
1.88818,5475.05,-127.667
2.00888,4721.8,-133.906
1.01837,4329.85,-70.0329
0.953743,2382.43,-58.7715
0.977762,4556.6,-66.8841
0.216564,4247.92,-13.5254
0.397237,4740.4,-25.8288
0.810622,4401.19,-45.5174
0.537384,5833.77,-24.8253
0.399926,5287.25,-20.7712
1.47038,4828.4,-88.9151
0.153125,2235.69,-5.94255
1.06818,4142.15,-62.5052
0.556765,5497.79,-29.9702
1.15101,2711.69,-70.2382
0.720661,4040.42,-50.1272
0.500061,4509.74,-26.3175
0.811123,5542.78,-3.4423
1.07831,3936.31,-67.4837
0.70984,4407.3,-44.4875
0.957909,5600.94,-49.5823
0.716659,5819.37,-38.8698
1.29285,5703.91,-62.7862
0.580374,3919.11,-39.267
0.542063,5106.77,-33.1585
0.12131,4722.61,-5.59757
0.203121,4736.7,-12.5401
0.591146,2770.44,-27.3748
0.688606,4573.44,-40.7943
0.761536,5339.5,-47.0657
0.543059,3239.2,-26.0609
1.11183,5023.37,-79.6291
1.77133,4783.49,-104.378
1.35915,5974.63,-60.4813
1.75887,3426.82,-115.42
0.612792,4967.6,-38.1337
0.313983,4614.99,-21.3352
0.973279,4686.64,-66.5139
0.600197,5090.56,-34.1452
0.657945,4399.28,-51.8508
0.716188,4078.13,-48.5873
0.433146,1107.83,-30.4024
0.316539,3825.11,-16.7597
0.370318,5184.63,-28.9553
0.751862,2672.04,-44.5286
0.74773,5939.95,-26.7674
1.63388,4042.09,-98.8779
0.384711,5815.41,-16.5917
0.336374,2107.45,-22.0381
0.333034,2067.83,-17.4003
1.17479,5194.7,-66.497
1.06349,2932.84,-67.6887
1.01469,4362.41,-65.0446
1.97365,4055.17,-116.001
0.682682,5105.45,-42.8356
1.14787,5040.61,-67.8781
0.399334,4608.38,-19.7011
0.154667,5054.97,-10.3925
0.652611,3845.4,-40.7365
0.630978,3494.66,-39.5714
0.921928,3808.16,-58.1884
1.0699,5598.21,-61.7231
1.57766,5687.82,-57.7293
0.433038,4605.96,-26.523
0.47089,4531.54,-40.8135
1.05805,5758.29,-46.3718
1.3915,4656.14,-88.9784
0.989071,6004.86,-40.8946
0.763575,5947.14,-42.7929
0.626846,4506.59,-34.5831
0.119174,4495.21,-6.3116
0.794241,5061.85,-50.2583
1.29097,5063.41,-64.6135
0.30625,4267.29,-11.225
0.978078,5028.09,-58.4038
0.415518,4441.69,-30.1119
0.785548,5742.12,-39.8421
0.844051,5127.38,-65.8062
1.74294,5793.47,-84.2368
0.232232,3959.53,-14.8374
0.726857,5983.3,-37.2083
0.729403,2523.88,-55.6348
1.86965,4969.15,-121.995
0.36692,4569.11,-22.4114
0.53458,5813.16,-25.1116
1.13037,5023.48,-69.7608
1.5471,5915.1,-55.3401
0.59082,3965.18,-42.9264
0.625118,5757.68,-31.7214
1.02891,5899.46,-35.8833
1.82705,2202.44,-101.835
0.550056,4965.77,-30.2179
0.206277,3296.97,-10.8278
0.996927,4770.37,-64.1687
0.225278,2166.4,-11.196
1.76917,5861.01,-69.8141
0.437322,5582.17,-20.209
0.463016,6005,-19.3302
1.05361,2461.16,-64.8876
1.72411,3459.77,-105.976
0.918576,4821.55,-57.4367
0.211868,4690.69,-13.2301
0.142847,4809.61,-7.48924
0.751673,1398.33,-47.601
0.596455,5221.56,-35.3825
1.09184,3012.21,-62.2316
0.527324,5929.01,-26.4131
1.37793,5728.47,-64.0068
0.711884,3405.62,-45.0686
0.0347753,2477.92,-0.390686
0.633248,4282.04,-42.8951
1.60891,5315.2,-99.9467
0.551687,5211.01,-42.2102
0.466553,3312.7,-28.3739
0.463455,4829.11,-33.301
2.0339,4330.4,-137.037
0.316982,4577.75,-25.1776
0.879198,2649.14,-57.2086
1.24987,4116.71,-73.4086
0.582901,5489.61,-33.8347
0.584564,5787.84,-29.9917
0.43799,3392.53,-35.379
0.213045,5369.13,-12.0848
1.06047,2701.17,-65.9319
1.62829,5274.83,-98.4559
1.34169,4494.76,-85.0928
1.12269,5593.17,-54.8685
1.06634,5359.68,-66.5138
0.120972,3299.52,-11.2833
0.927064,5657.84,-34.5872
0.808413,4959.13,-56.4857
0.574896,4787.8,-33.224
1.89941,4510.91,-111.083
1.35978,5558.69,-59.3864
0.550431,4834.03,-33.3555
1.03772,3830.91,-70.3507
0.385904,3953.31,-26.7536
0.317909,3221.66,-24.1102
0.505757,5835.23,-24.7334
0.127756,3816.45,-7.98269
1.64115,5638.15,-78.4171
1.50066,2308.89,-93.0179
1.50788,3614.67,-88.4047
0.713524,4301.47,-44.4205
0.429491,5620.79,-26.6273
0.483822,5003.58,-24.9709
0.316134,3912.29,-23.186
0.300099,4883.55,-21.1371
0.681918,5600.84,-33.6453
1.31747,5309.87,-78.4695
1.53893,5097.4,-113.733
0.61204,5179.65,-46.1739
0.175113,366.989,-7.93222
0.350296,4749.24,-21.2638
0.488377,5750.29,-22.9063
1.50286,4876.84,-105.519
1.32018,2085.96,-80.0573
1.4462,4933.16,-89.5684
0.109796,4488.85,-4.23681
0.726826,2469.69,-37.3183
1.09476,5817.32,-51.0871
0.910681,3765.47,-57.8654
0.291732,3065.41,-16.469
0.988625,4371.12,-71.0124
0.46842,4508.18,-29.9843
0.117042,4271.11,-4.74587
1.34083,5354.6,-86.4382
0.834813,5433.06,-59.5171
1.53271,5448.33,-81.4181
1.57065,3252.7,-90.3609
0.256391,4347.4,-13.2848
1.46489,4314.51,-103.533
0.25865,2768.63,-11.866
0.50749,5820.99,-23.9685
1.27444,4871.99,-76.8918
0.323122,4725.2,-25.8608
1.17393,5626.23,-54.6726
1.54099,3643.54,-93.7255
1.13544,5966.51,-50.251
1.14078,3713.42,-80.2977
0.983867,5444.47,-60.5009
1.11133,3328.68,-73.8396
0.905843,5613.46,-37.7037
0.543198,2606.52,-32.5004
0.379006,5052.34,-24.218
1.55599,3802.25,-87.9362
1.40741,4666.83,-92.8066
2.00493,5045.95,-123.925
0.602158,5141.25,-37.8058
1.36009,5366.19,-82.2588
0.405172,5075.38,-25.714
1.44106,5249.78,-86.7732
1.17712,4768.25,-72.612
1.40554,2072.33,-73.5692
0.208088,5351.34,-11.0512
1.03335,5915.47,-35.7417
0.680984,5276.78,-48.3284
0.764221,2427.59,-41.6512
1.02071,3504.1,-51.3546
1.3606,5953.97,-56.3206
0.371282,4824.51,-24.8102
0.555012,4092.37,-42.786
0.658025,3350.84,-46.3698
0.584495,2676.67,-34.4056
1.89388,5150.16,-129.511
1.11305,4788.44,-72.3177
0.832007,4646.13,-64.2076
0.0922088,1363.64,-5.06491
0.851466,4640.42,-57.3377
0.551578,2873.11,-26.6582
1.06717,5649.6,-55.0091
1.14742,4845.47,-77.0035
0.342155,5503.71,-19.8953
0.563947,5337.61,-39.4824
0.938794,5483.99,-42.6906
1.69081,5142.11,-112.125
1.23121,5920.11,-43.4778
0.25409,5825.8,-15.4864
0.404879,4249.27,-22.4977
0.232893,4276.29,-14.3537
0.592949,822.364,-30.3575
0.484296,5346.24,-37.5979
0.660948,5084.31,-40.772
1.85029,4039.71,-119.042
1.29916,5692.13,-64.9679
0.566983,5889.1,-31.2876
0.39016,2929.22,-22.1171
1.08749,4301.83,-74.675
1.21258,5496.8,-57.8832
0.236243,3565.47,-8.96417
0.802688,5628.38,-43.2529
0.234919,4540.18,-12.5928
0.0607488,5607.89,-5.64355
1.37238,3556.59,-84.3071
1.03569,4418.89,-72.4529
0.348911,5432.2,-24.1559
1.18615,3629.02,-85.7372
0.291204,4236.29,-21.4529
0.58448,4566.34,-39.9215
0.266028,5616.59,-17.5928
0.898337,5182.11,-59.5636
0.150568,4586.12,-5.8838
0.580329,2948.95,-41.2724
1.59903,5313.15,-93.1057
0.330439,4762.78,-20.2462
0.283632,4770.02,-19.3512
1.59211,4455.08,-98.5075
0.797278,2935.51,-46.9851
0.892418,5609.14,-49.9555
1.14229,3690.43,-67.5848
1.5656,5081.18,-101.49
1.15986,3930.73,-84.1263
0.618654,5133.5,-42.2139
1.94926,3168.85,-126.718
0.738968,3408.74,-58.8628
0.435509,5225.92,-25.498
1.23738,4747.22,-68.527
1.19208,5588.51,-62.0802
0.395603,3026.33,-28.5751
0.689442,5220.62,-50.8467
0.152378,5221.31,-10.5519
1.13001,6005.38,-43.8945
0.558966,5665.18,-22.735
0.679706,3401.49,-35.6018
1.02873,5921.25,-43.509
1.65093,5517.23,-73.4504
1.76481,4873.71,-107.986
0.935923,2448.24,-57.8625
1.43511,4597.31,-97.5645
1.08462,4936.41,-71.8203
0.669257,5250,-41.7934
0.610765,4947.42,-45.4251
1.42954,5287.24,-84.6951
0.322087,4960.94,-21.0981
0.597179,3420.29,-38.1275
1.57494,2066.13,-90.5519
1.22096,4583.18,-79.0546
0.541099,5169.76,-43.3181
0.307317,4325.57,-15.0412
0.64138,3023.21,-49.2115
1.04116,4560.65,-71.86
1.46191,4233.87,-102.228
0.675354,5514.5,-42.247
1.08927,5587.85,-50.8099
0.591239,3311.95,-41.0293
0.350026,5214.04,-26.0298
0.233875,4801.53,-21.0386
1.34259,5314.61,-82.8205
0.291602,4756.15,-20.4988
0.934047,5689.5,-32.5126
0.991921,5866.82,-40.7611
0.460672,5834.51,-20.0448
0.298247,5910.85,-11.1887
0.836301,2200.13,-52.3396
0.707197,4486.28,-50.3853
1.23435,4683.57,-74.2835
1.2606,4512.2,-87.106
0.844173,4742.14,-45.2561
1.08175,5239.26,-65.2556
0.903358,3736.93,-62.3428
0.369451,5323.96,-21.444
0.0733971,4643.34,-5.6336
0.805802,5613.24,-40.3263
0.99457,5706.98,-56.5307
1.03288,4579.36,-71.1739
0.871687,2612.95,-54.3032
0.280189,5037.71,-17.9161
1.61242,3838.97,-105.768
0.416123,4580.97,-18.2818
1.29573,3213.65,-86.4251
1.35036,5637.23,-55.5444
0.32525,1605.31,-21.8343
0.382234,5759.88,-16.8925
0.895145,1887.31,-47.1935
0.672156,5491.23,-36.5923
1.44006,5903.37,-62.364
1.88977,4943.9,-115.134
1.53032,3732.61,-89.6313
1.0735,5639.46,-57.8198
1.19155,5186.04,-86.8464
0.207255,5453.2,-12.0101
1.07367,4316.69,-67.1318
0.865985,5223.65,-51.1122
0.814102,2884.46,-49.0094
0.775191,5567.44,-31.4436
0.136731,5047.18,-4.05517
1.90698,5289.04,-119.609
0.363611,2802.88,-21.9569
0.31076,5028.18,-21.8731
1.05544,3678.32,-56.443
0.878513,5902.24,-43.3522
0.222078,5665.93,-8.40943
1.56021,5389.44,-76.3819
1.1488,3630,-71.3747
0.135697,5194.54,-7.95431
0.941047,5736.56,-42.6311
1.37109,789.229,-70.2422
0.124012,5473.99,-9.14017
1.27886,2955.89,-81.5917
0.336499,4569.8,-20.8945
0.826083,5517.87,-41.2562
0.942478,5415.53,-55.2139
1.62712,4670.72,-117.214
0.770355,4818.74,-49.5248
0.427183,5636.47,-25.0448
0.567381,5791.41,-21.1228
0.509908,4418.5,-35.7686
1.44528,6005.06,-67.0777
0.667051,5632.83,-44.1242
0.476509,5746.83,-28.4292
1.07529,4617.44,-78.494
1.91497,4891.27,-130
0.939512,4880.88,-53.746
0.773274,5872.7,-40.0283
0.741415,5312.23,-43.9078
1.30479,3566.33,-73.7361
0.132442,3127.92,-7.96008
0.559298,5609.88,-27.6531
0.221902,2733.59,-11.3721
1.59035,2082.53,-89.2041
1.17138,4160.94,-89.333
1.50188,3841.41,-110.835
1.72348,4901.45,-113.531
0.494397,5275.53,-28.7156
0.540697,4894.16,-30.3087
0.930925,4970.64,-61.3919
0.667116,6005,-33.3154
0.905293,2371.55,-54.6401
1.08085,5863.12,-46.3606
0.471109,5129.07,-32.5078
0.358254,1900.92,-25.4412
0.730004,5401.57,-38.7243
0.581108,2695.08,-40.3696
0.935297,5301.03,-63.7941
0.777339,4541.1,-45.3017
0.94473,5150.38,-49.2716
0.320784,5665.55,-16.6091
0.737524,4780.77,-41.8309
0.661558,5193.68,-53.0073
1.0088,5570.01,-50.791
1.3063,4808.62,-96.3135
1.03952,4043.92,-70.8871
0.137702,3612.07,-8.40097
0.555827,4293.78,-33.9577
0.568279,2850.65,-27.9933
1.11178,3641.18,-85.5314
0.145543,4429.02,-12.786
1.02686,4263.4,-62.9914
1.70118,3482.52,-107.422
0.70416,5970.52,-29.4656
0.600752,4722.57,-38.0421
1.1363,5559.65,-56.698
0.32623,3296.63,-16.5711
0.684793,6015.02,-29.7301
0.894557,5401.43,-51.0838
0.306935,4754,-21.7216
0.859397,4945.1,-50.9639
0.561227,5046.03,-28.7658
1.34247,5355.41,-76.8911
0.815896,3971.29,-48.3159
0.347765,4306.15,-19.8622
0.922363,3177.64,-51.772
1.95415,4041.66,-125.797
0.441545,4667.79,-25.6501
0.734102,1492.06,-48.6596
1.15316,2670.91,-67.6489
1.508,5766.01,-79.9366
0.170989,4452.67,-13.7264
0.895456,4007.57,-64.8399
0.137522,1827.05,-10.3131
0.550107,2823.34,-39.1515
1.69886,5804.89,-66.5958
1.12041,5363.96,-72.6409
0.709631,4031.66,-39.1142
0.511452,3667.48,-20.5464
0.999266,3235.36,-73.192
0.42234,4096.39,-28.2852
1.73764,5748.72,-82.9369
0.109876,5407.65,-7.44615
0.74041,4962.09,-42.01
0.129174,1024.68,-1.76579
1.48511,4905.47,-91.8493
0.243355,6000.23,-11.2835
1.14182,5177.9,-75.7217
0.695068,4365.28,-52.5858
1.45579,3628.01,-93.4213
0.36509,1556.61,-22.5199
1.18114,4302.08,-70.6025
0.405723,5380.52,-27.715
0.558386,4335.08,-44.4363
0.918934,4171.16,-66.2527
1.30992,5599.01,-79.3488
1.0556,2882.24,-64.3401
1.47518,5853.84,-59.6971
1.7509,1893.73,-105.424
0.312169,4931.8,-24.3421
0.857544,4812.96,-44.1413
0.25898,4950.01,-22.4961
0.529005,722.505,-26.2704
1.61985,3860.21,-99.249
1.35116,5318.77,-79.4404
0.648098,4712.08,-36.3496
1.11822,1509.24,-68.8361
0.233673,4531.33,-14.9884
1.72955,5405.84,-105.436
0.260824,5583.69,-12.572
0.595743,5766.99,-34.2915
1.02553,5030.33,-64.9093
0.829467,3474.21,-56.3601
0.690783,2590.48,-36.9306
0.0967827,5333.22,-7.14898
1.43908,4705.65,-89.373
0.799592,5875.48,-37.6299
0.0657891,2423.63,-2.13641
0.459247,4850.23,-26.0542
0.129846,5639.84,-0.287973
0.478472,4069.96,-38.0224
1.42563,4980.22,-89.3726
0.695207,5105.75,-48.0619
0.779128,4123.49,-45.3864
1.20694,5175.58,-72.3488
0.202971,5315.59,-14.8332
0.79383,5887.62,-36.8165
1.71638,4903.22,-112.195
0.635878,3304.15,-41.6002
0.358552,4981.73,-21.9861
0.42197,5381.01,-34.3301
0.483291,5115.94,-22.5165
0.556226,5627.66,-26.1967
1.11184,5936.68,-47.6917
1.2401,5929.92,-52.6499
0.150887,4656.28,-12.5328
1.36016,5368.87,-72.9884
0.374491,4795.67,-30.1399
0.48559,4650.69,-30.8319
0.408121,5327.71,-30.4336
0.917931,6058.91,-42.3544
1.19538,4173.79,-68.5366
0.477677,3565.72,-20.3864
0.415324,5561.07,-20.2506
0.294437,6059.3,-13.5396
0.558826,5015.72,-44.2382
0.982584,3825.17,-63.1513
0.216977,1906.33,-15.002
0.500314,3591.64,-29.6887
0.386665,4988.78,-23.0682
0.35995,4224.26,-22.8346
1.64071,3735.54,-105.888
1.02013,4228.64,-58.6485
0.699512,5796.29,-31.6451
0.915214,5327.69,-50.7354
0.695217,4954.32,-50.3224
1.14658,5359.59,-64.0332
1.25683,4469.48,-91.583
0.995927,3934.45,-72.3352
1.36066,4461.39,-84.6451
1.0339,4492.15,-78.3846
0.441323,5658.38,-21.9946
0.838788,5715.77,-49.5692
0.655664,3691.04,-37.7845
0.0801056,5802.62,0.308449
1.1799,3609.71,-71.226
0.985253,1577.22,-57.5648
1.7608,5211.38,-103.812
0.50065,4520.1,-33.5757
0.693859,5367.22,-40.0786
0.426237,4656.16,-33.2639
1.48327,5243.61,-94.7303
0.471841,5421.96,-27.0643
1.10342,5377.23,-65.339
0.428241,5203.63,-33.5819
0.703871,2615.8,-45.5759
0.424285,5751.88,-20.2364
1.83349,5297.14,-115.589
0.637624,2312.45,-38.7667
0.906431,5552.42,-49.856
0.975197,2595.04,-60.9305
0.831763,5652.18,-47.3086
0.732208,4343.87,-54.0919
0.66248,4097.43,-47.6795
0.48241,5764.15,-17.6831
1.67517,5419.75,-88.6524
1.26961,4597.31,-87.0142
1.49805,1584.81,-86.6241
0.288334,5207.5,-16.3748
0.577023,5711.71,-29.1448
0.674551,3825.4,-40.5105
1.30265,5717.19,-58.2545
0.222239,2779.41,-13.3122
0.790208,5427.46,-54.0543
1.46017,5984.71,-66.5654
1.2676,3196.91,-78.8553
0.877428,4145.05,-49.0298
0.889002,2172.96,-58.7462
1.75249,4507.9,-114.046
1.138,5365.44,-73.4593
0.551306,4550.46,-39.407
0.33874,4476.34,-28.8824
1.23281,5646.52,-63.2069
0.837143,4689.21,-60.1779
0.639978,4238.51,-47.5372
1.9054,3919.77,-120.633
0.767938,4209.51,-55.4888
0.325402,3187.36,-18.7262
0.592429,3106.58,-35.1187
0.478205,5194.27,-28.636
1.42019,6004.92,-61.0544
1.349,3967.31,-93.701
0.367011,4472.15,-23.2595
0.495067,4260.36,-30.0071
0.347297,4480.12,-20.1961
0.12677,4835.87,-10.0357
1.12009,2668.47,-71.1862
1.41627,4514.71,-85.0112
0.842061,1522.3,-57.5811
1.05877,2050.42,-68.391
1.45425,2654.19,-91.701
0.591575,4807.81,-44.7964
1.2878,5467.42,-84.385
1.53475,5589.76,-81.5789
1.39527,5839.15,-62.9164
1.27803,5565.06,-55.1803
0.679692,4385.6,-44.6296
0.560788,4389.97,-35.4259
1.20271,3846.97,-82.1671
0.736266,4693.84,-44.6725
0.314157,5046.34,-22.9832
1.47157,3244.15,-85.3949
1.36048,3306.94,-95.9897
0.954459,2621.63,-60.367
0.313835,4050.69,-22.6591
0.292685,5140.16,-15.6896
1.07287,4486.24,-63.6386
0.0964729,3568.53,-4.89292
0.509334,3830.48,-35.1721
1.87294,5539.81,-91.6191
0.826891,4763.5,-52.8395
0.448442,5945.19,-17.6636
1.67436,3754.67,-99.3735
0.699903,2777.65,-45.0821
1.46398,4726.09,-97.3293
1.33491,5668.14,-59.8586
1.22956,5337.73,-76.072
1.36815,5848.48,-50.2021
1.58536,5819.5,-64.5758
0.439869,4804.56,-30.8868
0.0734227,3649.42,-0.491135
1.10602,5283.81,-71.365
0.492405,5744.8,-24.2103
1.28875,6002.16,-52.9933
0.830062,4732.1,-54.1207
1.29208,3477.21,-88.8259
0.891494,5308.73,-56.2278
0.771945,4121.95,-48.3827
0.951697,5010.28,-48.2555
0.313306,4457.03,-18.1045
0.984728,5733.02,-52.084
0.686788,3705.48,-49.4133
0.71323,3541.97,-54.0383
0.144276,2537.13,-5.31042
0.789841,4499.99,-51.6153
1.74884,4940.47,-115.938
0.12931,3242.6,-5.02098
0.877981,3583.84,-58.3036
0.392562,4591.21,-19.0264
1.26847,4323.26,-78.5635
1.34739,5734.09,-65.1907
1.75549,5888.88,-68.286
0.551249,5206.35,-35.4024
1.47714,5239.02,-95.5047
0.81313,5443.83,-35.6791
0.884666,6009.29,-46.8015
0.275777,5084.91,-16.0178
1.19079,4958.71,-75.1413
0.260045,5125.92,-17.431
0.220915,4972.15,-12.7263
0.535193,5920,-24.8717
0.688287,3682.76,-35.2967
1.2962,5779.6,-54.6962
0.406742,2567.29,-24.4497
1.28064,1606.83,-73.308
1.16613,3772.15,-83.2334
1.22714,5885.06,-51.0782
0.273047,5471.37,-15.1133
1.75554,4669.82,-109.5
1.41118,5462.08,-86.2771
0.203183,4252.9,-11.1199
0.744243,2787.59,-51.4027
1.05914,1593.21,-54.481
1.48294,5875.11,-70.8818
0.614248,5197.24,-40.7706
0.913374,5211.29,-64.5612
1.12478,4037.93,-73.4373
0.738801,5734.64,-42.094
0.157652,4893.06,-9.37755
0.716339,5675.32,-31.9617
1.66447,5956.66,-64.1478
0.516752,4733.31,-30.4489
1.51601,3394.25,-100.944
1.01814,2948.81,-64.0268
0.187089,4335.15,-14.6128
1.15713,5039.81,-75.6474
0.483974,4733.15,-27.1505
0.556876,5429.78,-28.6236
1.56601,5915.36,-70.953
0.487936,5969.5,-19.5559
0.175242,2923.41,-8.93323
1.11941,5825.39,-40.1965
0.171186,5258.61,-14.6293
0.534281,5082.96,-32.6751
1.10763,5016.24,-55.9704
1.23556,3677.35,-80.1048
0.163248,1424.03,-8.78007
0.882399,3339.66,-60.7082
1.36287,4056.16,-96.3865
0.632023,3629.45,-37.3543
1.2921,5518.03,-70.5087
0.0673816,4149.05,-2.6118
0.159824,4837.66,-5.58597
0.400045,4604.85,-21.6338
0.87185,3183.94,-57.7147
0.551557,4631.69,-32.4968
0.996656,5263.58,-58.2779
0.807879,2730.25,-47.4777
1.76062,2866.9,-107.481
0.833973,4412.53,-54.3425
1.29453,5808.77,-62.4458
0.816527,3550.86,-46.2185
0.818752,4850.55,-59.3871
0.383014,3673.11,-30.5069
2.1652,5736.18,-96.726
1.42318,6005,-63.0868
0.0903859,2497.38,-2.42151
0.801455,4223.37,-50.2768
0.632995,5255.03,-35.7956
1.38621,3534.46,-81.6054
0.830103,5426.72,-49.3253
0.605282,4290.36,-37.54
1.38938,5038.23,-85.2993
1.57885,3157.01,-88.8394
0.338335,5619.82,-12.1859
0.584201,5862.06,-28.8679
0.273652,2813.24,-14.6373
0.602481,3434.04,-38.034
0.783987,4780.15,-55.4443
0.1756,3895.74,-15.947
0.542477,2704.42,-34.2554
1.06293,5486,-49.2444
1.01903,5716.61,-45.9639
0.166096,5910.22,-5.09492
1.34622,5944.14,-55.998
0.733267,3610.43,-50.4057
0.479939,5793.95,-21.7063
1.30856,4933.91,-77.8683
0.665844,5193.02,-34.2786
0.829033,3594.96,-60.5363
0.542596,3819.76,-30.1357
0.916946,2890.47,-74.5732
1.52931,4893.89,-91.0873
1.41507,5278.17,-89.7178
0.725222,4136.32,-45.722
0.31402,3570.98,-19.3101
0.633709,4868.84,-34.0922
1.85165,2995.28,-119.07
1.06394,3076.43,-64.8612
1.09168,3565.15,-69.6534
1.14664,4989.84,-73.8984
0.742202,4798.7,-45.9858
0.256749,5432.82,-14.3588
0.301334,2514.77,-21.2749
0.865125,4246.02,-60.73
1.34746,5847.84,-56.1213
0.842982,5754.23,-35.166
0.878299,2848.44,-53.3805
0.419428,5137.6,-27.5774
0.213503,5452,-13.9283
0.867867,5786.22,-44.6623
1.11656,541.242,-49.7179
0.899862,3744.48,-63.7402
0.581153,6003.33,-25.5674
0.700589,4115.69,-38.4552
0.110448,3328.35,-7.78881
0.501335,6040.42,-21.4551
0.971274,3199.31,-63.5491
1.12025,5947.01,-44.5681
0.520378,5795,-20.8186
1.90474,4570.31,-114.325
0.64655,5379.99,-47.5279
0.266325,4513.62,-18.4603
0.409256,3668.48,-30.6214
0.869541,4805.88,-54.7646
1.83683,5844.52,-73.2527
1.20497,5781.51,-51.7438
1.08513,4272.72,-72.6591
1.1291,2196.19,-69.4407
0.849017,5279.29,-62.2418
0.448793,5173.55,-27.6402
0.132383,5112.09,-12.924
0.469989,4291.92,-28.0421
1.77302,3615.09,-107.69
0.372439,6023.89,-11.4019
1.23351,5330.98,-87.5928
0.839649,4625.03,-55.5143
1.35815,4358.71,-93.4831
0.949051,5014.17,-57.9319
0.114987,4370.09,-7.97942
0.853826,5629.64,-52.9164
0.344727,2740.1,-18.5964
0.519177,5718.23,-29.9666
1.19534,5403.02,-63.1239
0.0786141,4367.37,-5.0188
0.48065,5695.06,-22.9931
1.85492,5676,-83.2739
0.71165,2167.38,-42.9993
0.40602,3265.78,-23.972
1.64238,4673.36,-100.427
0.767193,4129.93,-47.8632
1.04627,5752.66,-37.1573
0.443702,5800.48,-24.0499
0.849724,5624.22,-43.452
0.751171,4989.2,-52.4134
0.308696,5949.37,-13.5029
0.97685,4527.27,-77.0545
1.54621,5049.85,-99.7437
0.41753,6059.01,-17.2156
1.60379,2797.63,-93.2187
1.66598,5393.38,-90.1144
1.07434,3591.21,-62.6358
0.102112,5834.77,-3.22161
1.64627,1627.45,-98.5177
1.42666,4821.35,-82.1623
0.650358,5473.46,-40.7724
0.831497,5599.11,-45.6632
0.635993,2551.44,-43.7176
0.620819,5539.07,-44.326
1.04499,5792.1,-50.6763
1.16428,3474.9,-85.1325
0.894753,5084.52,-59.9112
0.162743,5728.09,-15.6031
1.27288,4105.61,-78.2397
1.06474,5417.42,-62.8371
0.404761,4425.64,-30.9109
1.08788,5115.27,-72.3701
0.616291,5172.13,-33.5143
1.00602,4233.8,-65.6993
1.97062,1902.1,-122.021
1.44734,4274.73,-92.2449
0.546375,6005,-19.4877
0.217227,2096.05,-11.1013
0.952131,4781.23,-63.6702
0.928634,4970.59,-56.088
0.359827,4714.05,-23.4337
1.17147,2538.62,-62.4014
0.983255,3377.23,-65.0168
0.770437,5589.93,-36.3208
0.49414,1515.8,-36.6812
0.803256,5675.79,-33.1889
0.808594,5846.65,-36.839
0.912546,4948.19,-58.0761
0.739398,5859.81,-41.3132
1.27191,5338.32,-77.6894
0.928607,5759.79,-46.6586
0.858113,4316.55,-61.2519
1.14533,5493.61,-60.6212
1.99068,4461.14,-128.503
1.15977,2892.46,-59.8482
0.144024,4018.09,-9.4948
